,r_5,r_9,r_12,r_177,r_180,r_181,r_182,r_183,r_184,r_187,r_190,r_194,r_195,r_199,r_241,r_242,label,pred
7668,0,5872,22,10,6510,0,0,0,0,0,30,30,0,0,29692331184,8156347597,0,0
29216,0,5874,24,7,6588,0,0,0,0,0,30,30,0,0,28147964074,4430894857,0,0
2112,0,5875,3,26,6557,0,0,0,0,0,29,29,0,0,69583003998,1099671624,0,0
47119,0,5876,14,54,6590,0,0,0,0,0,32,32,0,0,1.93402E+11,1.28381E+11,0,0
42641,0,5876,22,69,6535,0,0,0,0,0,29,29,0,0,1.38476E+11,85720080468,0,0
16176,0,5876,23,155,6565,0,0,0,0,0,31,31,0,0,3.67252E+11,2.84747E+11,0,0
25433,0,5878,18,79,6573,0,0,0,0,0,28,28,0,0,2.8475E+11,1.50105E+11,0,0
4365,0,5879,12,80,6580,0,0,0,0,0,32,32,0,0,2.2461E+11,1.82572E+11,0,0
42228,0,5880,36,7,6543,0,0,0,0,0,26,26,0,0,3201674256,3252545123,0,0
20657,0,5881,13,121,6509,0,0,0,0,0,28,28,0,0,3.76679E+11,1.94345E+11,0,0
63385,0,5883,16,128,6504,0,0,0,0,0,28,28,0,0,4.04765E+11,2.2157E+11,0,0
23064,0,5884,27,142,6491,0,0,0,0,0,29,29,0,0,2.17137E+11,55945677575,0,0
37129,0,5888,20,43,6543,0,0,0,0,0,27,27,0,0,1.51881E+11,1.13408E+11,0,0
15952,0,5888,20,43,6537,0,0,0,0,0,26,26,0,0,1.55694E+11,1.15624E+11,0,0
9255,0,5890,16,45,6539,0,0,0,0,0,29,29,0,0,1.60986E+11,1.21136E+11,0,0
31758,0,5891,16,8,6514,0,0,0,0,0,32,32,0,0,25373843488,4554763036,0,0
40206,0,5891,16,39,6491,0,0,0,0,0,31,31,0,0,1.42117E+11,1.08468E+11,0,0
15817,0,5894,23,5,6552,0,0,0,0,0,27,27,0,0,4355507264,5070072940,0,0
38772,0,5894,15,87,6527,0,0,0,0,0,30,30,0,0,2.30291E+11,2.06641E+11,0,0
29217,0,5898,24,7,6588,0,0,0,0,0,30,30,0,0,28147964074,4430894857,0,0
32127,0,5899,41,8,6528,0,0,0,0,0,29,29,0,0,14843198408,10171288680,0,0
35363,0,5900,25,166,6584,0,0,0,0,0,34,34,0,0,3.8266E+11,2.71829E+11,0,0
42642,0,5900,22,70,6535,0,0,0,0,0,29,29,0,0,1.39281E+11,86075968085,0,0
15590,0,5904,15,130,6574,0,0,0,0,0,29,29,0,0,4.03952E+11,1.85529E+11,0,0
36224,0,5906,28,47,6524,0,0,0,0,0,29,29,0,0,1.67427E+11,1.29176E+11,0,0
19797,0,5906,28,130,6574,0,0,0,0,0,29,29,0,0,1.86705E+11,82984796194,0,0
4231,0,5906,23,176,6421,0,0,0,0,0,33,33,0,0,4.02499E+11,2.96486E+11,0,0
3565,0,5910,25,16,6542,0,0,0,0,0,27,27,0,0,31331518683,7890202627,0,0
19613,0,5910,34,13,6525,0,0,0,0,0,31,31,0,0,26229833159,7427995942,0,0
47961,0,5920,17,57,6440,0,0,0,0,0,27,27,0,0,2.06226E+11,1.30593E+11,0,0
33663,0,5921,4,15,6559,0,0,0,0,0,35,35,0,0,20862275580,3136472702,0,0
32128,0,5923,41,8,6528,0,0,0,0,0,29,29,0,0,14865146464,10171297072,0,0
29611,0,5924,23,56,6536,0,0,0,0,0,30,30,0,0,1.32158E+11,48047214846,0,0
35364,0,5924,25,168,6584,0,0,0,0,0,33,33,0,0,3.85279E+11,2.73831E+11,0,0
47121,0,5924,14,54,6590,0,0,0,0,0,33,33,0,0,1.96078E+11,1.30248E+11,0,0
12235,0,5925,22,58,6521,0,0,0,0,0,29,29,0,0,1.16408E+11,57023161618,0,0
21970,0,5925,23,179,6543,0,0,0,0,0,33,33,0,0,3.9007E+11,2.8376E+11,0,0
17763,0,5929,13,135,6559,0,0,0,0,0,30,30,0,0,4.21715E+11,2.20134E+11,0,0
34988,0,5929,35,7,6520,0,0,0,0,0,25,25,0,0,3203835229,2856091462,0,0
6903,0,5929,13,135,6499,0,0,0,0,0,33,33,0,0,4.27429E+11,2.16173E+11,0,0
4232,0,5930,23,178,6421,0,0,0,0,0,33,33,0,0,4.04987E+11,2.98476E+11,0,0
19614,0,5934,34,13,6525,0,0,0,0,0,30,30,0,0,26234839863,7427996022,0,0
64713,0,5938,15,47,6522,0,0,0,0,0,30,30,0,0,1.65983E+11,1.20471E+11,0,0
40208,0,5939,16,40,6491,0,0,0,0,0,31,31,0,0,1.44055E+11,1.09884E+11,0,0
37704,0,5939,46,7,6544,0,0,0,0,0,27,27,0,0,3590312071,4048651138,0,0
15819,0,5942,23,6,6552,0,0,0,0,0,27,27,0,0,4355588136,5070072940,0,0
7671,0,5944,22,10,6510,0,0,0,0,0,30,30,0,0,29692331184,8156347597,0,0
29219,0,5946,24,7,6588,0,0,0,0,0,30,30,0,0,28147964074,4430894857,0,0
16179,0,5948,23,159,6565,0,0,0,0,0,31,31,0,0,3.73146E+11,2.89226E+11,0,0
15592,0,5952,15,133,6574,0,0,0,0,0,30,30,0,0,4.10502E+11,1.88527E+11,0,0
42231,0,5952,36,7,6543,0,0,0,0,0,26,26,0,0,3265147497,3328068851,0,0
17764,0,5953,13,136,6559,0,0,0,0,0,29,29,0,0,4.25093E+11,2.21872E+11,0,0
20660,0,5953,13,125,6509,0,0,0,0,0,29,29,0,0,3.8548E+11,1.98592E+11,0,0
6904,0,5953,13,137,6499,0,0,0,0,0,33,33,0,0,4.30845E+11,2.18058E+11,0,0
24054,0,5954,20,197,6506,0,0,0,0,0,41,41,0,0,6.99654E+11,4.13388E+11,0,0
11111,0,5955,24,166,6567,0,0,0,0,0,32,32,0,0,3.89988E+11,2.88149E+11,0,0
63388,0,5955,16,131,6504,0,0,0,0,0,29,29,0,0,4.12362E+11,2.25626E+11,0,0
37132,0,5960,20,44,6543,0,0,0,0,0,27,27,0,0,1.55242E+11,1.16074E+11,0,0
26716,0,5961,31,52,6540,0,0,0,0,0,28,28,0,0,1.26435E+11,69848231492,0,0
37705,0,5963,46,7,6544,0,0,0,0,0,27,27,0,0,3635996243,4085100040,0,0
40209,0,5963,16,40,6491,0,0,0,0,0,31,31,0,0,1.4519E+11,1.10646E+11,0,0
38775,0,5966,15,89,6527,0,0,0,0,0,30,30,0,0,2.32862E+11,2.09013E+11,0,0
15820,0,5966,23,6,6552,0,0,0,0,0,28,28,0,0,4355634712,5070072940,0,0
54285,0,5966,32,200,6553,0,0,0,0,0,29,29,0,0,4.4473E+11,67472440695,0,0
29220,0,5970,24,7,6588,0,0,0,0,0,30,30,0,0,28147964074,4430894857,0,0
16180,0,5972,23,160,6565,0,0,0,0,0,31,31,0,0,3.75367E+11,2.90809E+11,0,0
43731,0,5972,23,53,6547,0,0,0,0,0,29,29,0,0,1.44263E+11,46815657508,0,0
21972,0,5973,23,183,6543,0,0,0,0,0,33,33,0,0,3.9535E+11,2.87836E+11,0,0
20201,0,5973,22,78,6565,0,0,0,0,0,28,28,0,0,1.85501E+11,47963190023,0,0
30115,0,5976,19,8,6553,0,0,0,0,0,30,30,0,0,25736405506,6127426930,0,0
43202,0,5977,23,142,6595,0,0,0,0,0,32,32,0,0,4.86573E+11,3.15896E+11,0,0
6905,0,5977,13,138,6499,0,0,0,0,0,33,33,0,0,4.34204E+11,2.19861E+11,0,0
17765,0,5977,13,138,6559,0,0,0,0,0,30,30,0,0,4.28373E+11,2.23561E+11,0,0
4234,0,5978,23,182,6421,0,0,0,0,0,33,33,0,0,4.1021E+11,3.02672E+11,0,0
19800,0,5978,28,131,6574,0,0,0,0,0,28,28,0,0,1.8915E+11,83930141276,0,0
28082,0,5979,13,133,6497,0,0,0,0,0,30,30,0,0,4.07536E+11,2.12611E+11,0,0
26717,0,5985,31,52,6540,0,0,0,0,0,28,28,0,0,1.27103E+11,70210110208,0,0
22472,0,5988,15,43,6557,0,0,0,0,0,28,28,0,0,1.5312E+11,1.14695E+11,0,0
54286,0,5990,32,201,6553,0,0,0,0,0,30,30,0,0,4.48571E+11,67855410490,0,0
36982,0,5991,33,7,6503,0,0,0,0,0,28,28,0,0,3209249002,2955717470,0,0
6084,0,5994,22,95,6562,0,0,0,0,0,27,27,0,0,2.54852E+11,57805329906,0,0
2117,0,5995,3,26,6557,0,0,0,0,0,29,29,0,0,69583003998,1099671624,0,0
35949,0,5996,23,81,6556,0,0,0,0,0,29,29,0,0,1.38229E+11,53130710752,0,0
42233,0,6000,36,7,6543,0,0,0,0,0,26,26,0,0,3408968868,3368598301,0,0
17766,0,6001,13,139,6559,0,0,0,0,0,29,29,0,0,4.31802E+11,2.25366E+11,0,0
20662,0,6001,13,128,6509,0,0,0,0,0,29,29,0,0,3.92813E+11,2.02116E+11,0,0
36228,0,6002,28,48,6524,0,0,0,0,0,30,30,0,0,1.71474E+11,1.32726E+11,0,0
37134,0,6008,20,45,6543,0,0,0,0,0,29,29,0,0,1.57745E+11,1.17648E+11,0,0
10568,0,6009,17,17,6561,0,0,0,0,0,32,32,0,0,37544864274,5428701305,0,0
26718,0,6009,31,52,6540,0,0,0,0,0,28,28,0,0,1.27779E+11,70628097153,0,0
22473,0,6012,15,43,6557,0,0,0,0,0,28,28,0,0,1.54376E+11,1.15505E+11,0,0
59319,0,6013,15,55,6523,0,0,0,0,0,30,30,0,0,2.03072E+11,1.26216E+11,0,0
38777,0,6014,15,90,6527,0,0,0,0,0,30,30,0,0,2.36174E+11,2.11944E+11,0,0
29222,0,6018,24,7,6588,0,0,0,0,0,30,30,0,0,28147964074,4430894857,0,0
20203,0,6021,22,79,6565,0,0,0,0,0,27,27,0,0,1.86978E+11,48696079519,0,0
25439,0,6022,18,81,6573,0,0,0,0,0,28,28,0,0,2.91461E+11,1.5439E+11,0,0
34992,0,6025,35,7,6520,0,0,0,0,0,26,26,0,0,3303034489,2933292637,0,0
4236,0,6026,23,186,6421,0,0,0,0,0,33,33,0,0,4.15454E+11,3.06892E+11,0,0
28084,0,6027,13,136,6497,0,0,0,0,0,30,30,0,0,4.13928E+11,2.15959E+11,0,0
10569,0,6033,17,17,6561,0,0,0,0,0,32,32,0,0,37575611370,5428704089,0,0
9261,0,6034,16,46,6539,0,0,0,0,0,29,29,0,0,1.66989E+11,1.27353E+11,0,0
12240,0,6045,22,60,6521,0,0,0,0,0,29,29,0,0,1.19569E+11,58872618574,0,0
25440,0,6046,18,81,6573,0,0,0,0,0,28,28,0,0,2.92493E+11,1.55027E+11,0,0
33920,0,6048,18,8,6547,0,0,0,0,0,32,32,0,0,28546219640,7036780754,0,0
16183,0,6048,23,165,6565,0,0,0,0,0,31,31,0,0,3.8206E+11,2.95581E+11,0,0
34993,0,6049,35,7,6520,0,0,0,0,0,26,26,0,0,3316107322,2955051554,0,0
37644,0,6050,17,89,6583,0,0,0,0,0,27,27,0,0,1.42729E+11,1.51314E+11,0,0
28085,0,6051,13,137,6497,0,0,0,0,0,30,30,0,0,4.1617E+11,2.17136E+11,0,0
19619,0,6054,34,13,6525,0,0,0,0,0,30,30,0,0,26260316855,7428018238,0,0
15959,0,6056,20,45,6537,0,0,0,0,0,28,28,0,0,1.63469E+11,1.2099E+11,0,0
10570,0,6057,17,17,6561,0,0,0,0,0,32,32,0,0,37602073314,5428930833,0,0
64718,0,6058,15,48,6522,0,0,0,0,0,30,30,0,0,1.71285E+11,1.25724E+11,0,0
22475,0,6060,15,44,6557,0,0,0,0,0,28,28,0,0,1.57399E+11,1.1733E+11,0,0
59321,0,6061,15,56,6523,0,0,0,0,0,29,29,0,0,2.05136E+11,1.27843E+11,0,0
36985,0,6063,33,7,6503,0,0,0,0,0,28,28,0,0,3248426192,2999526480,0,0
32134,0,6067,41,9,6528,0,0,0,0,0,29,29,0,0,15176972984,10171425752,0,0
12784,0,6069,22,99,6561,0,0,0,0,0,30,30,0,0,1.7593E+11,52468744913,0,0
25441,0,6070,18,81,6573,0,0,0,0,0,28,28,0,0,2.93634E+11,1.55725E+11,0,0
28854,0,6072,23,185,6606,0,0,0,0,0,30,30,0,0,4.4798E+11,2.96003E+11,0,0
33921,0,6072,18,8,6547,0,0,0,0,0,32,32,0,0,28546219640,7036780754,0,0
16184,0,6072,23,166,6565,0,0,0,0,0,31,31,0,0,3.8401E+11,2.97038E+11,0,0
17769,0,6073,13,142,6559,0,0,0,0,0,30,30,0,0,4.38611E+11,2.28935E+11,0,0
28086,0,6075,13,138,6497,0,0,0,0,0,30,30,0,0,4.18116E+11,2.18168E+11,0,0
23072,0,6076,27,146,6491,0,0,0,0,0,29,29,0,0,2.21327E+11,58066397107,0,0
14216,0,6077,28,2,6500,0,0,0,0,0,30,30,0,0,7691685884,1.54829E+11,0,0
37137,0,6080,20,46,6543,0,0,0,0,0,29,29,0,0,1.61074E+11,1.19807E+11,0,0
64897,0,6082,15,54,6569,0,0,0,0,0,30,30,0,0,1.97895E+11,1.3492E+11,0,0
15825,0,6086,23,6,6552,0,0,0,0,0,28,28,0,0,4355868952,5070072940,0,0
29225,0,6090,24,7,6588,0,0,0,0,0,30,30,0,0,28147964074,4430894857,0,0
2121,0,6091,3,26,6557,0,0,0,0,0,29,29,0,0,69583003998,1099671624,0,0
16185,0,6092,23,167,6565,0,0,0,0,0,31,31,0,0,3.85822E+11,2.98353E+11,0,0
28855,0,6092,23,187,6606,0,0,0,0,0,31,31,0,0,4.50078E+11,2.97371E+11,0,0
12242,0,6093,22,61,6521,0,0,0,0,0,29,29,0,0,1.2102E+11,59603794885,0,0
20206,0,6093,22,81,6565,0,0,0,0,0,28,28,0,0,1.89237E+11,49634661505,0,0
43207,0,6097,23,145,6595,0,0,0,0,0,29,29,0,0,4.92118E+11,3.21663E+11,0,0
6910,0,6097,13,143,6499,0,0,0,0,0,33,33,0,0,4.46174E+11,2.26567E+11,0,0
34995,0,6097,35,7,6520,0,0,0,0,0,26,26,0,0,3350442940,2983971750,0,0
37646,0,6098,17,90,6583,0,0,0,0,0,28,28,0,0,1.43469E+11,1.52814E+11,0,0
28087,0,6099,13,139,6497,0,0,0,0,0,30,30,0,0,4.1997E+11,2.19154E+11,0,0
27585,0,6102,34,11,6487,0,0,0,0,0,32,32,0,0,26613762202,4653503208,0,0
19621,0,6102,34,13,6525,0,0,0,0,0,32,32,0,0,26270937967,7428374278,0,0
3573,0,6102,25,17,6542,0,0,0,0,0,27,27,0,0,32507058449,8158918041,0,0
10572,0,6105,17,17,6561,0,0,0,0,0,32,32,0,0,37650270802,5428931169,0,0
36987,0,6111,33,7,6503,0,0,0,0,0,28,28,0,0,3283654729,3023670504,0,0
7678,0,6112,22,10,6510,0,0,0,0,0,30,30,0,0,29692331184,8156347597,0,0
47969,0,6112,17,59,6440,0,0,0,0,0,29,29,0,0,2.15689E+11,1.37472E+11,0,0
29226,0,6114,24,7,6588,0,0,0,0,0,30,30,0,0,28147964074,4430894857,0,0
42651,0,6115,22,74,6535,0,0,0,0,0,29,29,0,0,1.46332E+11,89359140475,0,0
12786,0,6117,22,100,6561,0,0,0,0,0,30,30,0,0,1.7739E+11,53149934440,0,0
21978,0,6117,23,195,6543,0,0,0,0,0,33,33,0,0,4.11589E+11,3.00028E+11,0,0
34996,0,6121,35,7,6520,0,0,0,0,0,26,26,0,0,3369056780,2997345230,0,0
6911,0,6121,13,144,6499,0,0,0,0,0,32,32,0,0,4.48053E+11,2.27859E+11,0,0
14218,0,6125,28,2,6500,0,0,0,0,0,30,30,0,0,7691685884,1.54829E+11,0,0
3574,0,6126,25,17,6542,0,0,0,0,0,27,27,0,0,32667632684,8202892844,0,0
32353,0,6128,25,16,6550,0,0,0,0,0,28,28,0,0,30831514792,8155442648,0,0
10573,0,6129,17,17,6561,0,0,0,0,0,32,32,0,0,37678052898,5428931241,0,0
26723,0,6129,31,55,6540,0,0,0,0,0,28,28,0,0,1.31338E+11,72360979373,0,0
9265,0,6130,16,47,6539,0,0,0,0,0,29,29,0,0,1.70643E+11,1.30622E+11,0,0
46959,0,6130,15,66,6491,0,0,0,0,0,29,29,0,0,2.41094E+11,1.36641E+11,0,0
59324,0,6133,15,57,6523,0,0,0,0,0,29,29,0,0,2.07721E+11,1.29636E+11,0,0
38782,0,6134,15,93,6527,0,0,0,0,0,30,30,0,0,2.42062E+11,2.18861E+11,0,0
35955,0,6139,23,84,6556,0,0,0,0,0,29,29,0,0,1.43247E+11,55143583667,0,0
12787,0,6141,22,101,6561,0,0,0,0,0,30,30,0,0,1.78147E+11,53548568283,0,0
16187,0,6144,23,171,6565,0,0,0,0,0,30,30,0,0,3.9092E+11,3.02093E+11,0,0
15600,0,6144,15,142,6574,0,0,0,0,0,29,29,0,0,4.32116E+11,1.98054E+11,0,0
34997,0,6145,35,7,6520,0,0,0,0,0,26,26,0,0,3384311834,3010174358,0,0
6912,0,6145,13,145,6499,0,0,0,0,0,32,32,0,0,4.50003E+11,2.28988E+11,0,0
21979,0,6145,23,197,6543,0,0,0,0,0,33,33,0,0,4.14996E+11,3.02558E+11,0,0
4241,0,6146,23,196,6421,0,0,0,0,0,34,34,0,0,4.29338E+11,3.18009E+11,0,0
60294,0,6146,27,131,6485,0,0,0,0,0,31,31,0,0,2.01731E+11,1.00947E+11,0,0
9266,0,6154,16,47,6539,0,0,0,0,0,30,30,0,0,1.71466E+11,1.31329E+11,0,0
54293,0,6158,32,211,6553,0,0,0,0,0,29,29,0,0,4.76428E+11,70680740304,1,0
3228,0,6162,7,327,6511,0,0,0,0,0,28,28,0,0,4.50254E+11,34902919162,0,0
42653,0,6163,22,75,6535,0,0,0,0,0,29,29,0,0,1.47852E+11,90138341938,0,0
35956,0,6163,23,85,6556,0,0,0,0,0,29,29,0,0,1.44066E+11,55488514969,0,0
12788,0,6165,22,101,6561,0,0,0,0,0,30,30,0,0,1.78875E+11,53910524486,0,0
25445,0,6166,18,83,6573,0,0,0,0,0,28,28,0,0,2.97659E+11,1.58204E+11,0,0
30123,0,6168,19,8,6553,0,0,0,0,0,31,31,0,0,25736405506,6127426930,0,0
36235,0,6170,28,50,6524,0,0,0,0,0,30,30,0,0,1.79942E+11,1.38912E+11,0,0
11120,0,6171,24,182,6567,0,0,0,0,0,32,32,0,0,4.12589E+11,3.02941E+11,0,0
64901,0,6178,15,55,6569,0,0,0,0,0,30,30,0,0,2.01481E+11,1.3752E+11,0,0
36990,0,6183,33,7,6503,0,0,0,0,0,28,28,0,0,3589580214,3181129897,0,0
5006,0,6188,23,59,6523,0,0,0,0,0,29,29,0,0,1.50227E+11,57715550319,0,0
25446,0,6190,18,83,6573,0,0,0,0,0,28,28,0,0,2.9861E+11,1.58811E+11,0,0
4378,0,6191,12,89,6580,0,0,0,0,0,33,33,0,0,2.41742E+11,2.01995E+11,0,0
6914,0,6193,13,147,6499,0,0,0,0,0,32,32,0,0,4.53523E+11,2.30999E+11,0,0
36236,0,6194,28,50,6524,0,0,0,0,0,30,30,0,0,1.81086E+11,1.39789E+11,0,0
54295,0,6206,32,214,6553,0,0,0,0,0,29,29,0,0,4.84135E+11,71326876483,1,1
21409,0,6206,15,99,6528,0,0,0,0,0,31,31,0,0,2.54134E+11,2.37578E+11,0,0
29230,0,6210,24,7,6588,0,0,0,0,0,30,30,0,0,28147964074,4430894857,0,0
5007,0,6212,23,60,6523,0,0,0,0,0,29,29,0,0,1.51026E+11,58041307363,0,0
16190,0,6216,23,175,6565,0,0,0,0,0,31,31,0,0,3.97932E+11,3.07013E+11,0,0
17775,0,6217,13,147,6559,0,0,0,0,0,29,29,0,0,4.49057E+11,2.3446E+11,0,0
19810,0,6218,28,137,6574,0,0,0,0,0,29,29,0,0,1.97247E+11,86661797797,0,0
11122,0,6219,24,186,6567,0,0,0,0,0,32,32,0,0,4.17972E+11,3.06622E+11,0,0
14222,0,6221,28,2,6500,0,0,0,0,0,30,30,0,0,7691689699,1.58579E+11,0,0
37143,0,6224,20,47,6543,0,0,0,0,0,29,29,0,0,1.66853E+11,1.2426E+11,0,0
10577,0,6225,17,18,6561,0,0,0,0,0,32,32,0,0,37766832258,5428963633,0,0
40220,0,6227,16,44,6491,0,0,0,0,0,32,32,0,0,1.58511E+11,1.19103E+11,0,0
31772,0,6227,16,8,6514,0,0,0,0,0,32,32,0,0,25373843488,4554763036,0,0
21410,0,6230,15,99,6528,0,0,0,0,0,31,31,0,0,2.55136E+11,2.38605E+11,0,0
36992,0,6231,33,7,6503,0,0,0,0,0,28,28,0,0,3612060908,3239414637,0,0
7683,0,6232,22,10,6510,0,0,0,0,0,30,30,0,0,29692331184,8156347597,0,0
32141,0,6235,41,9,6528,0,0,0,0,0,29,29,0,0,15279942576,10171538408,0,0
12791,0,6237,22,103,6561,0,0,0,0,0,30,30,0,0,1.81051E+11,55112139730,0,0
16191,0,6240,23,177,6565,0,0,0,0,0,31,31,0,0,4.00364E+11,3.08602E+11,0,0
42243,0,6240,36,7,6543,0,0,0,0,0,26,26,0,0,4009609137,4503753606,0,0
20672,0,6241,13,137,6509,0,0,0,0,0,29,29,0,0,4.15375E+11,2.12648E+11,0,0
17776,0,6241,13,148,6559,0,0,0,0,0,29,29,0,0,4.50768E+11,2.35375E+11,0,0
24066,0,6242,20,204,6506,0,0,0,0,0,40,40,0,0,7.16411E+11,4.30119E+11,0,0
23079,0,6244,27,149,6491,0,0,0,0,0,30,30,0,0,2.25491E+11,59568150276,0,0
3579,0,6246,25,18,6542,0,0,0,0,0,27,27,0,0,33587460344,8396541838,0,0
32358,0,6248,25,17,6550,0,0,0,0,0,28,28,0,0,31691300823,8369218360,0,0
64904,0,6250,15,56,6569,0,0,0,0,0,29,29,0,0,2.04535E+11,1.39535E+11,0,0
15832,0,6254,23,6,6552,0,0,0,0,0,27,27,0,0,4356192008,5070072940,0,0
36993,0,6255,33,7,6503,0,0,0,0,0,28,28,0,0,3734202137,3262540498,0,0
43743,0,6260,23,57,6547,0,0,0,0,0,29,29,0,0,1.52552E+11,50798765912,0,0
5009,0,6260,23,60,6523,0,0,0,0,0,29,29,0,0,1.52475E+11,58633479571,0,0
35378,0,6260,25,196,6584,0,0,0,0,0,34,34,0,0,4.25609E+11,3.00071E+11,0,0
21984,0,6261,23,207,6543,0,0,0,0,0,34,34,0,0,4.28943E+11,3.12809E+11,0,0
20213,0,6261,22,85,6565,0,0,0,0,0,28,28,0,0,1.9436E+11,52207419859,0,0
12249,0,6261,22,65,6521,0,0,0,0,0,28,28,0,0,1.25458E+11,62084944665,0,0
17777,0,6265,13,148,6559,0,0,0,0,0,29,29,0,0,4.52556E+11,2.3643E+11,0,0
4246,0,6266,23,206,6421,0,0,0,0,0,34,34,0,0,4.439E+11,3.29092E+11,0,0
60299,0,6266,27,134,6485,0,0,0,0,0,31,31,0,0,2.04474E+11,1.02504E+11,0,0
63401,0,6267,16,144,6504,0,0,0,0,0,28,28,0,0,4.42021E+11,2.41801E+11,0,0
23080,0,6268,27,150,6491,0,0,0,0,0,30,30,0,0,2.26064E+11,59652087611,0,0
14224,0,6269,28,2,6500,0,0,0,0,0,29,29,0,0,7691689699,1.58579E+11,0,0
19628,0,6270,34,13,6525,0,0,0,0,0,31,31,0,0,26306781623,7428619054,0,0
15968,0,6272,20,47,6537,0,0,0,0,0,29,29,0,0,1.708E+11,1.26389E+11,0,0
22484,0,6276,15,46,6557,0,0,0,0,0,28,28,0,0,1.66909E+11,1.23283E+11,0,0
29233,0,6282,24,7,6588,0,0,0,0,0,30,30,0,0,28147964074,4430894857,0,0
6096,0,6282,22,104,6562,0,0,0,0,0,27,27,0,0,2.75364E+11,62028942934,0,0
22386,0,6283,25,45,6548,0,0,0,0,0,28,28,0,0,1.23797E+11,46723144499,0,0
12793,0,6285,22,104,6561,0,0,0,0,0,29,29,0,0,1.82399E+11,56012727591,0,0
15606,0,6288,15,147,6574,0,0,0,0,0,29,29,0,0,4.44747E+11,2.03722E+11,0,0
6918,0,6289,13,150,6499,0,0,0,0,0,32,32,0,0,4.60735E+11,2.3537E+11,0,0
43215,0,6289,23,148,6595,0,0,0,0,0,30,30,0,0,5.01078E+11,3.30332E+11,0,0
36240,0,6290,28,52,6524,0,0,0,0,0,29,29,0,0,1.86417E+11,1.43625E+11,0,0
4247,0,6290,23,208,6421,0,0,0,0,0,33,33,0,0,4.46731E+11,3.30823E+11,0,0
11125,0,6291,24,192,6567,0,0,0,0,0,32,32,0,0,4.25992E+11,3.11976E+11,0,0
23081,0,6292,27,150,6491,0,0,0,0,0,31,31,0,0,2.26761E+11,59822313353,0,0
3581,0,6294,25,18,6542,0,0,0,0,0,27,27,0,0,33948327691,8462796674,0,0
16613,0,6294,25,17,6574,0,0,0,0,0,28,28,0,0,32546391123,8717832902,0,0
31775,0,6299,16,8,6514,0,0,0,0,0,30,30,0,0,25373843488,4554763036,0,0
22387,0,6307,25,45,6548,0,0,0,0,0,28,28,0,0,1.24504E+11,47037653886,0,0
32144,0,6307,41,9,6528,0,0,0,0,0,28,28,0,0,15382525704,10171634336,0,0
12794,0,6309,22,104,6561,0,0,0,0,0,29,29,0,0,1.83089E+11,56438181728,0,0
4383,0,6311,12,91,6580,0,0,0,0,0,33,33,0,0,2.4674E+11,2.05269E+11,0,0
35004,0,6313,35,7,6520,0,0,0,0,0,26,26,0,0,3507740025,3138022015,0,0
26731,0,6321,31,59,6540,0,0,0,0,0,27,27,0,0,1.36916E+11,75045210455,0,0
64729,0,6322,15,51,6522,0,0,0,0,0,30,30,0,0,1.81848E+11,1.35419E+11,0,0
40224,0,6323,16,45,6491,0,0,0,0,0,32,32,0,0,1.63901E+11,1.22379E+11,0,0
3235,0,6330,7,337,6511,0,0,0,0,0,30,30,0,0,4.63033E+11,35830332330,0,0
42660,0,6331,22,79,6535,0,0,0,0,0,30,30,0,0,1.53379E+11,92682608911,0,0
5012,0,6332,23,62,6523,0,0,0,0,0,29,29,0,0,1.54625E+11,59567660115,0,0
21987,0,6333,23,213,6543,0,0,0,0,0,33,33,0,0,4.37057E+11,3.18724E+11,0,0
4384,0,6335,12,92,6580,0,0,0,0,0,32,32,0,0,2.47679E+11,2.06288E+11,0,0
11127,0,6335,24,195,6567,0,0,0,0,0,32,32,0,0,4.30542E+11,3.15038E+11,0,0
35005,0,6337,35,7,6520,0,0,0,0,0,26,26,0,0,3519822500,3153056517,0,0
19815,0,6338,28,140,6574,0,0,0,0,0,29,29,0,0,2.0147E+11,88190518268,0,0
60302,0,6338,27,135,6485,0,0,0,0,0,30,30,0,0,2.06407E+11,1.03449E+11,0,0
28097,0,6339,13,147,6497,0,0,0,0,0,29,29,0,0,4.38496E+11,2.29294E+11,0,0
63404,0,6339,16,146,6504,0,0,0,0,0,28,28,0,0,4.47708E+11,2.45222E+11,0,0
37148,0,6344,20,49,6543,0,0,0,0,0,29,29,0,0,1.73878E+11,1.28692E+11,0,0
26732,0,6345,31,59,6540,0,0,0,0,0,29,29,0,0,1.37658E+11,75397904583,0,0
64730,0,6346,15,52,6522,0,0,0,0,0,30,30,0,0,1.82988E+11,1.36349E+11,0,0
9274,0,6346,16,50,6539,0,0,0,0,0,30,30,0,0,1.79944E+11,1.38351E+11,0,0
22487,0,6348,15,47,6557,0,0,0,0,0,28,28,0,0,1.70561E+11,1.25721E+11,0,0
59333,0,6349,15,59,6523,0,0,0,0,0,29,29,0,0,2.15815E+11,1.35426E+11,0,0
38791,0,6350,15,100,6527,0,0,0,0,0,31,31,0,0,2.53305E+11,2.2984E+11,0,0
7688,0,6352,22,10,6510,0,0,0,0,0,29,29,0,0,29692331184,8156347597,0,0
6099,0,6354,22,106,6562,0,0,0,0,0,27,27,0,0,2.80267E+11,63070392049,0,0
29236,0,6354,24,7,6588,0,0,0,0,0,30,30,0,0,28147964074,4430894857,0,0
